platform_shop_id,year_month,shop_name,brand,category,sido,sigungu,experiment_group,selected_prediction_model,final_growth_probability,probability_score,growth_alpha_score,review_growth_score,operation_score,stability_score,market_fit_score,gromong_score,grade,historical_internal_growth_alpha,historical_review_growth_3m,reply_rate,avg_reply_delay_hours,order_count,sales_amount,review_count,is_seoul_external,market_q4_avg_ticket,store_vs_market_ticket_ratio,reason_1,reason_2,reason_3
ba_13473077,2025-09,본죽&비빔밥 목포북항점,본그룹,백반·죽·국수,전라남도,목포시,실험군,,0.8409630755544089,84.09630755544089,36.4816804082565,29.82455263157895,88.4046017632509,91.97969415251538,50.0,65.49,B,-0.234839,0.333333,0.9,198.4,145,2991200.0,10,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_13584348,2025-09,굽네치킨 부산개금점,굽네치킨,치킨,부산광역시,부산진구,실험군,,0.9164383594476256,91.64383594476256,53.360521094255375,21.05263157894737,71.88614642269441,60.85412824569961,50.0,65.44,B,0.526489,0.0,0.6667,243.63,783,18898200.0,12,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,,
ba_14690053,2025-09,본죽&비빔밥 동백중앙점,본그룹,백반·죽·국수,경기도,용인시,실험군,,0.9839046211259108,98.39046211259108,49.28975073808957,34.50292105263158,33.37270853503751,84.65525543140421,50.0,65.41,B,0.342875,0.511111,0.0435,177.0,739,19536400.0,23,0,,,월 리뷰 수가 전체 매장 상위권에 속함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_13223711,2025-09,본죽&비빔밥 중앙대점,본그룹,백반·죽·국수,서울특별시,동작구,실험군,,0.7825110833120639,78.25110833120638,41.87776681396774,21.05263157894737,99.99982039062473,97.84091459891526,61.40307712698416,65.36,B,0.008554,0.0,1.0,28.19,21,450300.0,1,1,31379.83,0.6833,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14396364,2025-09,본죽&비빔밥 용인어정역점,본그룹,백반·죽·국수,경기도,용인시,실험군,,0.8518850919167833,85.18850919167834,28.58396822957217,33.333342105263156,98.4713446071002,84.83405146331393,50.0,65.22,B,-0.591069,0.466667,1.0,79.25,129,3420000.0,5,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14360458,2025-09,본죽&비빔밥 충북오송점,본그룹,백반·죽·국수,충청북도,청주시,실험군,,0.8950138034594505,89.50138034594505,25.64501188242867,29.82455263157895,96.26214929131272,85.65858338817266,50.0,65.22,B,-0.723632,0.333333,1.0,153.05,142,3427100.0,13,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14689007,2025-09,본죽&비빔밥 김포신곡점,본그룹,백반·죽·국수,경기도,김포시,실험군,,0.9225977652209886,92.25977652209886,8.633349161052378,65.37397368421053,96.05080892641489,64.54304453119128,50.0,65.12,B,-1.490951,1.684211,1.0,160.11,270,7117200.0,12,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14796833,2025-09,굽네치킨&피자 성황골약점,굽네치킨,치킨,전라남도,광양시,실험군,,0.6680213374943559,66.80213374943558,38.00094190355083,50.0,100.0,97.32441607478914,50.0,65.11,B,-0.166312,,1.0,23.35,23,670000.0,1,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14687327,2025-09,본죽&비빔밥 시흥사거리점,본그룹,백반·죽·국수,서울특별시,금천구,실험군,,0.9039442925908086,90.39442925908085,27.44266534871854,20.07797368421053,97.90856856459608,79.21229316882417,73.86119291917083,65.09,B,-0.642548,-0.037037,1.0,98.05,291,7758300.0,9,1,27119.42,0.9831,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,서울 상권 규모와 가격 포지션이 비교적 적합함
ba_14695006,2025-09,본죽 안양관양동점,본그룹,백반·죽·국수,경기도,안양시,실험군,,0.9491612805083892,94.91612805083892,44.353276019143365,15.296052631578949,64.80927194912093,87.63611855418237,50.0,65.09,B,0.120213,-0.21875,0.5,118.07,311,7517500.0,4,0,,,주문·리뷰 변동성이 낮아 안정성이 높음,,
ba_14327700,2025-09,본죽&비빔밥 부산전포점,본그룹,백반·죽·국수,부산광역시,부산진구,실험군,,0.8905540461372814,89.05540461372814,33.24577558141926,24.68239473684211,97.05542403207653,72.84257896050809,50.0,65.03,B,-0.380796,0.137931,1.0,126.55,293,5669000.0,19,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14736681,2025-09,본죽&비빔밥 신림녹두거리점,본그룹,백반·죽·국수,서울특별시,관악구,실험군,,0.8165307900650708,81.65307900650708,37.492245258293806,28.070184210526318,99.69328705683525,94.44775349639119,51.10953223902686,65.02,B,-0.189257,0.266667,1.0,38.43,49,872100.0,4,1,28186.93,0.6314,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_13233639,2025-09,본죽&비빔밥 대구동성로점,본그룹,백반·죽·국수,대구광역시,중구,실험군,,0.7977471405972814,79.77471405972814,26.55840447723993,47.36842105263158,93.11629108350638,93.73248331128184,50.0,65.01,B,-0.682433,1.0,1.0,258.14,28,698100.0,2,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14653291,2025-09,굽네피자 울산중앙점,굽네치킨,피자,울산광역시,중구,실험군,,0.7842744538822327,78.42744538822328,38.39572774630925,23.07692105263158,99.9495297655499,94.54697420245162,50.0,64.96,C,-0.148505,0.076923,1.0,29.87,25,838500.0,3,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14690677,2025-09,본죽&비빔밥 김해어방점,본그룹,백반·죽·국수,경상남도,김해시,실험군,,0.9545194208718752,95.45194208718752,53.74094060769906,28.91318421052632,55.014099286352085,54.92477054799635,50.0,64.92,C,0.543648,0.298701,0.4167,264.41,579,12825500.0,12,0,,,"주문, 리뷰, 운영 지표가 전반적으로 평균권에 위치함",,
ba_14679019,2025-09,굽네치킨 울산반구점,굽네치킨,치킨,울산광역시,중구,실험군,,0.9489748471825236,94.89748471825236,43.826133716494574,44.3123947368421,93.9125111392024,0.0,50.0,64.9,C,0.096436,0.883871,0.9749,177.04,1613,44275400.0,199,0,,,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14629918,2025-09,굽네치킨 양지동점,굽네치킨,치킨,경기도,성남시,실험군,,0.6529830940449078,65.29830940449078,61.72427433547829,58.6466052631579,57.740508927441226,90.4491674023316,50.0,64.79,C,0.90374,1.428571,0.4,137.07,115,3247500.0,5,0,,,주문·리뷰 변동성이 낮아 안정성이 높음,,
ba_14698364,2025-09,본죽&비빔밥 청주사창점,본그룹,백반·죽·국수,충청북도,청주시,실험군,,0.9348768278932004,93.48768278932003,9.558491994346365,70.86465789473685,96.72584082846107,45.074560267143816,50.0,64.76,C,-1.449222,1.892857,1.0,137.56,345,9485700.0,33,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_13436824,2025-09,본죽&비빔밥 송탄점,본그룹,백반·죽·국수,경기도,평택시,실험군,,0.8315267567321227,83.15267567321227,30.740358693765902,21.05263157894737,99.87858406231932,97.86444543368864,50.0,64.71,C,-0.493804,0.0,1.0,32.24,53,1118500.0,2,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14484534,2025-09,본죽&비빔밥 산본학원가점,본그룹,백반·죽·국수,경기도,군포시,실험군,,0.8026066461499924,80.26066461499924,38.70105658476991,18.859657894736845,95.70266608735515,96.70438729105148,50.0,64.62,C,-0.134733,-0.083333,1.0,171.74,32,675300.0,5,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14669109,2025-09,굽네치킨&피자 의정부용현점,굽네치킨,치킨,경기도,의정부시,실험군,,0.8415158790746025,84.15158790746024,38.560585809248074,41.678526315789476,97.53288562132869,46.24475077815037,50.0,64.6,C,-0.141069,0.783784,1.0,110.6,485,11542450.0,40,0,,,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_13229152,2025-09,본죽&비빔밥 부산엄궁점,본그룹,백반·죽·국수,부산광역시,사상구,실험군,,0.8366354843288417,83.66354843288417,28.255648830155682,28.571421052631585,96.76505554206109,94.37300379576035,50.0,64.58,C,-0.605878,0.285714,1.0,136.25,95,1971600.0,5,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14449139,2025-09,굽네치킨&피자 용운판암점,굽네치킨,치킨,대전광역시,동구,실험군,,0.9539664101186274,95.39664101186274,43.94880177220201,40.12871052631579,94.46216400217584,0.0,50.0,64.56,C,0.101969,0.724891,1.0,213.18,1353,36953600.0,242,0,,,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14392310,2025-09,굽네피자 등촌2동점,굽네치킨,피자,서울특별시,강서구,실험군,,0.9058733378302776,90.58733378302776,40.745797613116416,35.672526315789476,93.23782676077057,93.27607673978574,10.496871275327782,64.55,C,-0.042504,0.555556,1.0,254.08,41,1055100.0,6,1,15989.55,1.6094,답글률과 응답속도 기준 운영 대응력이 우수함,서울 상권 규모 또는 가격 포지션 보조 지표가 약함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_13230879,2025-09,본죽&비빔밥 강남성심병원점,본그룹,백반·죽·국수,서울특별시,영등포구,실험군,,0.5647000460484949,56.470004604849485,53.283568117324144,100.0,50.0,95.74108195027497,58.87149636005175,64.53,C,0.523018,5.0,,,20,377300.0,0,1,38305.65,0.4925,최근 리뷰 성장 흐름이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_13234188,2025-09,본죽&비빔밥 경산중산점,본그룹,백반·죽·국수,경상북도,경산시,실험군,,0.8718231052754506,87.18231052754506,32.37200124352996,16.51542105263158,93.32224316714618,93.237598772538,50.0,64.41,C,-0.420208,-0.172414,1.0,251.26,128,2501700.0,9,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14689625,2025-09,본죽&비빔밥 평택여중사거리점,본그룹,백반·죽·국수,경기도,평택시,실험군,,0.9313165921810193,93.13165921810193,21.515579014894374,24.48513157894737,97.92772689795792,80.39401756282858,50.0,64.38,C,-0.909892,0.130435,1.0,97.41,281,7106700.0,20,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14692190,2025-09,본죽&비빔밥 세종다정점,본그룹,백반·죽·국수,세종특별자치시,다정중앙로,실험군,,0.9653598696107532,96.53598696107531,33.4765680014291,17.973131578947367,99.29455424374189,46.22636959405978,50.0,64.37,C,-0.370386,-0.117021,1.0,51.75,489,12826500.0,6,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14688570,2025-09,본죽 용인상갈점,본그룹,백반·죽·국수,경기도,용인시,실험군,,0.7580197560759179,75.80197560759179,45.60429952311215,14.979763157894737,98.91019018066993,92.84117965224257,50.0,64.3,C,0.176641,-0.230769,1.0,64.59,100,2586200.0,4,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14687350,2025-09,본죽&비빔밥 구로구청점,본그룹,백반·죽·국수,서울특별시,구로구,실험군,,0.9785967057241935,97.85967057241936,45.78662775194604,37.277394736842105,58.423377402061575,42.27337760041297,64.02857627802129,64.25,C,0.184865,0.616541,0.5652,472.97,963,21611400.0,46,1,30692.93,0.7312,월 리뷰 수가 전체 매장 상위권에 속함,,
ba_13730162,2025-09,본죽&비빔밥 경산진량점,본그룹,백반·죽·국수,경상북도,경산시,실험군,,0.7613214902268454,76.13214902268453,42.28920252295357,21.05263157894737,98.96527038908522,88.67715717575587,50.0,64.09,C,0.027112,0.0,1.0,62.75,192,4577400.0,8,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14782170,2025-09,굽네치킨 수산점,굽네치킨,치킨,경상남도,밀양시,실험군,,0.7237211838971889,72.37211838971889,38.00094190355083,50.0,96.82761947444587,72.0298546352521,50.0,64.06,C,-0.166312,,1.0,134.16,159,4990200.0,9,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14325499,2025-09,본죽&비빔밥 충주계룡힐스점,본그룹,백반·죽·국수,충청북도,충주시,실험군,,0.8157814257884878,81.57814257884878,36.18247056191138,18.42105263157895,96.4261925207235,92.21779073148917,50.0,64.05,C,-0.248335,-0.1,1.0,147.57,101,2118200.0,4,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14772844,2025-09,굽네치킨&피자 양촌점,굽네치킨,치킨,경기도,김포시,실험군,,0.6858549519173082,68.58549519173081,38.00094190355083,50.0,97.70052103824483,83.87790964835847,50.0,64.05,C,-0.166312,,1.0,105.0,108,3364400.0,1,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_13224802,2025-09,본죽&비빔밥 안양박달점,본그룹,백반·죽·국수,경기도,안양시,실험군,,0.77954298354947,77.954298354947,30.90428560573062,32.33081578947369,99.6642502078337,92.22846006433255,50.0,64.03,C,-0.48641,0.428571,1.0,39.4,36,770000.0,2,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14694577,2025-09,본죽&비빔밥 대구동성로중앙점,본그룹,백반·죽·국수,대구광역시,중구,실험군,,0.7456168182589334,74.56168182589334,42.994261172439906,21.05263157894737,97.55324135052565,93.98660927546673,50.0,64.03,C,0.058914,0.0,1.0,109.92,45,1078400.0,5,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_13235588,2025-09,본죽 성균관대점,본그룹,백반·죽·국수,서울특별시,종로구,실험군,,0.8508755235938052,85.08755235938052,33.84091407543887,14.473684210526317,100.0,97.5676743059229,53.553208558734305,64.01,C,-0.353952,-0.25,1.0,16.35,22,381300.0,1,1,35936.38,0.4823,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14250328,2025-09,굽네치킨&피자 인창점,굽네치킨,치킨,경기도,구리시,실험군,,0.893415089284672,89.34150892846719,36.42831658933587,27.24457894736842,96.50701673959377,50.428401654197486,50.0,63.98,C,-0.237246,0.235294,1.0,144.87,554,15935400.0,20,0,,,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14691084,2025-09,본죽&비빔밥 대전죽동점,본그룹,백반·죽·국수,대전광역시,유성구,실험군,,0.9479260980836094,94.79260980836094,28.341602933169913,8.168868421052633,94.64506621598967,82.52290534813862,50.0,63.94,C,-0.602001,-0.489583,1.0,207.07,337,8078400.0,13,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_13249105,2025-09,굽네피자 창원팔용점,굽네치킨,피자,경상남도,창원시,실험군,,0.8922802198075461,89.22802198075462,27.761495876303695,14.473684210526317,96.46211439577695,91.25007470828393,50.0,63.94,C,-0.628167,-0.25,1.0,146.37,27,963900.0,1,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14700213,2025-09,본죽&비빔밥 김포마산점,본그룹,백반·죽·국수,경기도,김포시,실험군,,0.8527751213481625,85.27751213481625,7.077551075155138,56.14034210526317,95.67482663418873,94.81021629272021,50.0,63.87,C,-1.561126,1.333333,1.0,172.67,38,659200.0,2,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14788494,2025-09,굽네치킨 경화태백점,굽네치킨,치킨,경상남도,창원시,실험군,,0.8371496375185458,83.71496375185458,38.00094190355083,50.0,85.4232388753374,47.39004282342601,50.0,63.85,C,-0.166312,,0.8261,137.53,414,9809400.0,23,0,,,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_13228668,2025-09,본죽&비빔밥 대전유성온천역점,본그룹,백반·죽·국수,대전광역시,유성구,실험군,,0.8270277783101478,82.70277783101479,33.73325528662352,21.992473684210527,96.20437494226842,86.86786071069704,50.0,63.8,C,-0.358808,0.035714,1.0,154.98,210,3946000.0,2,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_10497667,2025-09,굽네치킨 온의퇴계점,굽네치킨,치킨,강원특별자치도,춘천시,실험군,,0.9420682102740264,94.20682102740264,37.62648619039366,31.652052631578954,97.1476235113804,20.646186244733727,50.0,63.76,C,-0.183202,0.402778,1.0,123.47,855,23500000.0,24,0,,,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14525069,2025-09,굽네치킨 다산중앙점,굽네치킨,치킨,경기도,남양주시,실험군,,0.8199989311794569,81.99989311794569,32.17672558210377,62.962973684210525,93.23902415660568,35.38679220980626,50.0,63.71,C,-0.429016,1.592593,1.0,254.04,396,10368500.0,26,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_13639608,2025-09,굽네치킨 금호점,굽네치킨,치킨,광주광역시,서구,실험군,,0.8652708068592287,86.52708068592287,60.65615548713691,26.210526315789473,80.60085553761363,21.08811621230519,50.0,63.58,C,0.855562,0.196,0.7973,236.09,815,21025500.0,74,0,,,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14688697,2025-09,본죽&비빔밥 신풍역점,본그룹,백반·죽·국수,서울특별시,영등포구,실험군,,0.8306675337951073,83.06675337951073,36.795256583916355,7.017552631578951,96.10618848378897,92.96025858903633,68.48338551380623,63.58,C,-0.220695,-0.533333,1.0,158.26,147,3434000.0,6,1,38305.65,0.6098,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14689387,2025-09,본죽&비빔밥 성남금광점,본그룹,백반·죽·국수,경기도,성남시,실험군,,0.96260192016328,96.26019201632799,81.80086482863746,22.915684210526315,17.5,32.963413125380825,50.0,63.5,C,1.809304,0.070796,0.0,,805,20353500.0,21,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,
ba_14690050,2025-09,본죽&비빔밥 검단파라곤센트럴점,본그룹,백반·죽·국수,인천광역시,서구,실험군,,0.9348381852310916,93.48381852310916,6.831217301982294,54.678368421052646,97.89599590832736,61.90651145015525,50.0,63.5,C,-1.572237,1.277778,1.0,98.47,305,7718500.0,20,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14691908,2025-09,본죽&비빔밥 부경대경성대점,본그룹,백반·죽·국수,부산광역시,남구,실험군,,0.9258699320124752,92.58699320124752,22.472979578362647,38.397131578947366,97.70321517887382,50.49645283886301,50.0,63.49,C,-0.866708,0.659091,1.0,104.91,255,6550700.0,12,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14746216,2025-09,굽네치킨&피자 내수점,굽네치킨,치킨,충청북도,청주시,실험군,,0.7985042160325021,79.85042160325021,40.414041823200265,34.21052631578947,96.86593614116954,57.624656591389126,50.0,63.48,C,-0.057468,0.5,1.0,132.88,451,14382700.0,7,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,,
ba_14773773,2025-09,굽네치킨 고덕로데오점,굽네치킨,치킨,경기도,평택시,실험군,,0.9274375427855048,92.74375427855048,38.00094190355083,50.0,92.82222324590063,0.0,50.0,63.38,C,-0.166312,,0.9858,237.13,1312,37610200.0,212,0,,,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_13228453,2025-09,본죽&비빔밥 부산명지국제중앙점,본그룹,백반·죽·국수,부산광역시,강서구,실험군,,0.859124384255359,85.9124384255359,29.119801274645923,21.05263157894737,93.81497155329609,87.85222608005175,50.0,63.36,C,-0.5669,0.0,1.0,234.8,156,2968300.0,2,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_13168465,2025-09,본죽&비빔밥 약사점,본그룹,백반·죽·국수,울산광역시,중구,실험군,,0.8449680316258512,84.49680316258512,33.50596576789721,7.202210526315792,100.0,93.06659290037868,50.0,63.34,C,-0.36906,-0.526316,1.0,27.8,178,3550200.0,2,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14663126,2025-09,굽네치킨 통영죽림점,굽네치킨,치킨,경상남도,통영시,실험군,,0.6572416232549894,65.72416232549894,39.00636325296929,51.7543947368421,99.17241986856016,78.2060650702405,50.0,63.21,C,-0.120962,1.166667,1.0,55.83,221,7393400.0,10,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_13236584,2025-09,본죽 군포당동점,본그룹,백반·죽·국수,경기도,군포시,실험군,,0.9086658244235776,90.86658244235775,45.91639029126569,50.0,17.5,97.91289791504963,50.0,63.2,C,0.190718,,0.0,,28,422300.0,1,0,,,주문·리뷰 변동성이 낮아 안정성이 높음,,
ba_14688173,2025-09,본죽 구리인창아름마을점,본그룹,백반·죽·국수,경기도,구리시,실험군,,0.8170305183616828,81.70305183616829,36.77672224547945,4.761894736842105,100.0,96.46694473534336,50.0,63.15,C,-0.221531,-0.619048,1.0,23.05,94,2285900.0,2,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14692212,2025-09,본죽&비빔밥 세종대평점,본그룹,백반·죽·국수,세종특별자치시,한누리대로,실험군,,0.8157406073585428,81.57406073585427,33.88634094081832,16.267947368421055,94.38583001768724,94.82777468511432,50.0,63.1,C,-0.351903,-0.181818,1.0,215.73,57,1445500.0,3,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_13233688,2025-09,본죽 대구세천점,본그룹,백반·죽·국수,대구광역시,달성군,실험군,,0.8267614731028632,82.67614731028632,38.80326148930837,0.0,98.33813432044366,96.46746170903664,50.0,63.03,C,-0.130123,-0.833333,1.0,83.7,48,775000.0,1,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_13308613,2025-09,본죽&비빔밥 김포걸포점,본그룹,백반·죽·국수,경기도,김포시,실험군,,0.3998879511853322,39.98879511853322,100.0,47.36842105263158,50.0,94.1384145134023,50.0,63.02,C,3.090644,1.0,,,60,1143700.0,0,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14689545,2025-09,본죽&비빔밥 파주야당역점,본그룹,백반·죽·국수,경기도,파주시,실험군,,0.7896831605883183,78.96831605883183,78.86720717394184,34.21052631578947,17.5,79.01808834873171,50.0,63.01,C,1.67698,0.5,0.0,,404,9351400.0,10,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14691791,2025-09,본죽 부산숙등역부민병원점,본그룹,백반·죽·국수,부산광역시,북구,실험군,,0.7167415931757353,71.67415931757353,100.0,13.255368421052632,17.5,82.84115827574328,50.0,62.98,C,2.650255,-0.296296,0.0,,295,6959100.0,8,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_14238012,2025-09,본죽&비빔밥 안동송현점,본그룹,백반·죽·국수,경상북도,안동시,실험군,,0.860601261314044,86.0601261314044,27.927684154919806,23.07692105263158,98.72040294080418,75.84760090724954,50.0,62.96,C,-0.620671,0.076923,1.0,70.93,215,4752400.0,7,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_13596730,2025-09,굽네치킨 대구혁신점,굽네치킨,치킨,대구광역시,동구,실험군,,0.8574551932786816,85.74551932786815,42.0700938306426,66.00876315789475,60.58010150495551,33.99272567006547,50.0,62.92,C,0.017229,1.708333,0.45,150.78,706,19558400.0,20,0,,,월 리뷰 수가 전체 매장 상위권에 속함,,
ba_10706208,2025-09,굽네치킨 부산우동점,굽네치킨,치킨,부산광역시,해운대구,실험군,,0.9603993560488406,96.03993560488406,33.26905435577184,20.249105263157897,99.31610736877397,30.197743751768087,50.0,62.89,C,-0.379746,-0.030534,1.0,51.03,1221,32567800.0,37,0,,,브랜드·카테고리 평균 대비 성장 신호가 약함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14798760,2025-09,굽네치킨&피자 도래울점,굽네치킨,치킨,경기도,고양시,실험군,,0.6121056514829947,61.210565148299466,38.00094190355083,50.0,99.16343939979677,95.4669985691275,50.0,62.85,C,-0.166312,,1.0,56.13,24,640100.0,3,0,,,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음,
ba_13973745,2025-09,굽네피자 가산점,굽네치킨,피자,서울특별시,금천구,실험군,,0.928193984522928,92.8193984522928,40.271664405207645,34.21052631578947,81.89429731680698,98.48256296592429,0.0,62.84,C,-0.06389,0.5,1.0,633.02,4,122700.0,1,1,17078.26,1.7961,답글률과 응답속도 기준 운영 대응력이 우수함,서울 상권 규모 또는 가격 포지션 보조 지표가 약함,주문·리뷰 변동성이 낮아 안정성이 높음
